City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Churapcha,RU,2022-01-27 00:47:43,62.0025,132.4325,-40.86,100,57,3.15
382,Doka,SD,2022-01-27 00:47:44,13.5167,35.7667,70.36,27,11,16.93
383,Lolodorf,CM,2022-01-27 00:47:44,3.2333,10.7333,71.65,96,100,2.51
384,Skibbereen,IE,2022-01-27 00:47:44,51.55,-9.2667,51.6,96,100,15.08
385,Nanortalik,GL,2022-01-27 00:47:45,60.1432,-45.2371,19.54,71,100,15.79
386,Pangnirtung,CA,2022-01-27 00:47:45,66.1451,-65.7125,-22.83,97,100,4.09
387,Zabaykalsk,RU,2022-01-27 00:47:46,49.6333,117.3167,-11.22,99,49,5.06
388,Nampa,US,2022-01-27 00:43:59,43.5407,-116.5635,30.85,87,100,3.44
389,Kachug,RU,2022-01-27 00:47:46,53.9606,105.8817,-19.52,100,53,1.19
390,Chengde,CN,2022-01-27 00:47:47,40.9725,117.9361,16.0,54,0,4.34
391,Saint Andrews,US,2022-01-27 00:47:47,34.0454,-81.1293,46.13,60,40,9.22
392,Linkoping,SE,2022-01-27 00:47:48,58.4109,15.6216,37.78,88,100,11.5
393,Coahuayana,MX,2022-01-27 00:43:43,18.7333,-103.6833,74.14,70,100,2.86
394,Lodja,CD,2022-01-27 00:47:16,-3.4833,23.4333,69.58,98,100,4.25
395,Slavuta,UA,2022-01-27 00:47:48,50.3016,26.8651,26.62,98,100,5.35
396,Sunland Park,US,2022-01-27 00:47:49,31.7965,-106.58,55.81,22,0,1.01
397,Bamako,ML,2022-01-27 00:45:54,12.65,-8.0,64.81,27,0,5.75
398,Changping,CN,2022-01-27 00:47:49,40.2186,116.2197,24.44,56,8,7.61
399,Luorong,CN,2022-01-27 00:47:50,24.4058,109.6086,54.9,90,100,6.33
400,Cosala,MX,2022-01-27 00:47:50,24.4125,-106.6908,65.71,54,64,1.72
401,Mutis,CO,2022-01-27 00:47:51,6.2262,-77.4044,78.06,87,99,1.41
402,Olinda,BR,2022-01-27 00:47:51,-8.0089,-34.8553,82.13,74,40,10.36
403,Ulfborg,DK,2022-01-27 00:47:51,56.2673,8.3217,44.02,93,100,27.4
404,Barda,AZ,2022-01-27 00:47:52,40.3744,47.1267,36.75,84,100,3.42
405,Ambunti,PG,2022-01-27 00:47:52,-4.2365,142.8448,82.18,85,100,1.45
406,Diamantino,BR,2022-01-27 00:47:53,-14.4086,-56.4461,73.36,95,100,4.43
407,Thinadhoo,MV,2022-01-27 00:47:53,0.5333,72.9333,81.39,71,100,19.3
408,Visnes,NO,2022-01-27 00:47:53,59.3556,5.2242,47.57,93,100,24.16
409,Padilla,CO,2022-01-27 00:47:54,3.2204,-76.3139,76.57,93,100,1.3
410,Eyemouth,GB,2022-01-27 00:47:54,55.8713,-2.0901,51.24,67,94,30.4
411,Maua,BR,2022-01-27 00:44:43,-23.6678,-46.4614,73.2,87,27,5.95
412,Gimli,CA,2022-01-27 00:47:55,50.6336,-96.9907,23.43,73,98,8.05
413,Mananjary,MG,2022-01-27 00:47:55,-21.2167,48.3333,72.27,83,28,3.44
414,Riverton,US,2022-01-27 00:45:59,40.5219,-111.9391,38.01,54,40,5.01
415,Kitimat,CA,2022-01-27 00:47:56,54.0524,-128.6534,37.78,58,100,3.09
416,Dakar,SN,2022-01-27 00:45:44,14.6937,-17.4441,71.73,83,0,6.91
417,Bud,US,2022-01-27 00:47:56,39.447,-86.1758,19.17,64,0,4.97
418,Raga,SS,2022-01-27 00:47:57,8.4596,25.678,72.84,20,100,9.78
419,Nizwa,OM,2022-01-27 00:47:57,22.9333,57.5333,60.67,52,0,1.39
420,Clearlake,US,2022-01-27 00:47:57,38.9582,-122.6264,57.9,49,0,2.89
421,Hyderabad,IN,2022-01-27 00:46:02,17.3753,78.4744,63.91,72,40,6.91
422,Promyshlennovskiy,RU,2022-01-27 00:48:58,55.4833,86.2,3.97,100,92,3.91
423,Anakapalle,IN,2022-01-27 00:48:59,17.6833,83.0167,66.81,85,2,3.51
424,Tual,ID,2022-01-27 00:48:59,-5.6667,132.75,83.82,77,97,4.32
425,Agen,FR,2022-01-27 00:48:59,44.2,0.6333,41.7,93,100,4.61
426,New Ulm,US,2022-01-27 00:48:21,44.3125,-94.4605,32.4,77,0,17.27
427,Caravelas,BR,2022-01-27 00:49:00,-17.7125,-39.2481,75.11,91,84,4.16
428,Batagay-Alyta,RU,2022-01-27 00:49:00,67.8006,130.4114,-11.83,86,100,6.04
429,Angoche,MZ,2022-01-27 00:49:01,-16.2325,39.9086,74.75,90,99,7.63
430,Dawlatabad,AF,2022-01-27 00:49:01,36.4141,64.9053,37.67,46,0,3.02
431,Niono,ML,2022-01-27 00:49:02,14.2526,-5.993,68.99,12,34,8.72
432,Dublin,US,2022-01-27 00:49:02,37.7021,-121.9358,62.8,66,0,3.0
433,Boca Do Acre,BR,2022-01-27 00:49:03,-8.7522,-67.3978,73.76,98,98,2.46
434,Evensk,RU,2022-01-27 00:49:03,61.95,159.2333,4.82,81,100,11.36
435,Lander,US,2022-01-27 00:49:04,42.833,-108.7307,31.01,61,0,0.0
436,Bathsheba,BB,2022-01-27 00:49:04,13.2167,-59.5167,74.01,83,40,6.91
437,Velsk,RU,2022-01-27 00:49:05,61.0701,42.0983,-7.06,100,100,3.67
438,Hualmay,PE,2022-01-27 00:49:05,-11.0964,-77.6139,71.73,81,100,8.97
439,Tvoroyri,FO,2022-01-27 00:49:05,61.5556,-6.8111,36.79,76,97,32.55
440,Inhambane,MZ,2022-01-27 00:49:06,-23.865,35.3833,77.31,87,86,8.52
441,Sur,OM,2022-01-27 00:49:06,22.5667,59.5289,66.36,52,0,3.65
442,Beneditinos,BR,2022-01-27 00:49:07,-5.45,-42.3667,72.73,95,100,2.42
443,Sioux Lookout,CA,2022-01-27 00:49:07,50.1001,-91.917,19.78,92,100,6.91
444,Sao Miguel Do Araguaia,BR,2022-01-27 00:49:08,-13.275,-50.1628,71.71,93,100,4.85
445,Arman,RU,2022-01-27 00:49:08,59.7,150.1667,-9.29,79,100,10.31
446,Latur,IN,2022-01-27 00:49:08,18.4,76.5833,55.81,55,5,8.55
447,Port Lincoln,AU,2022-01-27 00:49:09,-34.7333,135.8667,75.18,72,7,5.7
448,Petlad,IN,2022-01-27 00:49:12,22.4667,72.8,53.94,50,0,9.33
449,Drumheller,CA,2022-01-27 00:44:42,51.4617,-112.7101,36.73,69,90,10.36
450,Cozumel,MX,2022-01-27 00:46:02,20.5083,-86.9458,77.0,87,48,1.99
451,Totskoye,RU,2022-01-27 00:49:13,52.5248,52.7623,6.42,97,98,5.91
452,Chapais,CA,2022-01-27 00:47:45,49.7834,-74.8492,-15.02,90,22,11.14
453,Dingle,PH,2022-01-27 00:44:51,10.9995,122.6711,81.59,81,100,9.37
454,Tevriz,RU,2022-01-27 00:49:14,57.509,72.4042,-6.43,100,98,3.42
455,Mizan Teferi,ET,2022-01-27 00:49:14,6.9833,35.5833,64.71,49,17,2.82
456,Emerald,AU,2022-01-27 00:49:15,-23.5333,148.1667,86.34,54,100,16.11
457,Mabay,PH,2022-01-27 00:49:15,6.0577,124.4666,84.69,66,8,1.1
458,Guerrero Negro,MX,2022-01-27 00:49:15,27.9769,-114.0611,64.85,47,100,8.63
459,Coihaique,CL,2022-01-27 00:49:16,-45.5752,-72.0662,77.61,43,0,8.05
460,Kildinstroy,RU,2022-01-27 00:49:16,68.8049,33.1,10.71,92,75,0.0
461,Schermbeck,DE,2022-01-27 00:47:15,51.6833,6.8667,40.14,94,100,15.1
462,Sawakin,SD,2022-01-27 00:49:17,19.1059,37.3321,71.24,56,89,20.56
463,Grand-Santi,GF,2022-01-27 00:49:18,4.25,-54.3833,71.29,99,77,2.37
464,Calabozo,VE,2022-01-27 00:49:18,8.9242,-67.4293,83.35,33,9,11.1
465,Itatinga,BR,2022-01-27 00:49:19,-23.1017,-48.6158,69.6,88,99,2.77
466,Szczecinek,PL,2022-01-27 00:50:19,53.7079,16.6994,37.6,94,100,13.69
467,Xacmaz,AZ,2022-01-27 00:50:20,41.4635,48.806,34.61,77,90,7.05
468,Sukhoy Log,RU,2022-01-27 00:50:20,56.9094,62.0296,9.73,92,11,11.41
469,Goure,NE,2022-01-27 00:50:21,13.9835,10.2704,58.87,23,0,13.06
470,Mahajanga,MG,2022-01-27 00:50:21,-15.7167,46.3167,75.22,94,40,4.61
471,Santiago Del Estero,AR,2022-01-27 00:50:22,-27.7951,-64.2615,75.51,91,100,7.29
472,Upington,ZA,2022-01-27 00:50:22,-28.4478,21.2561,77.38,33,0,5.75
473,Petropavlovskoye,RU,2022-01-27 00:50:23,52.0712,84.107,13.84,94,100,6.87
474,Baker City,US,2022-01-27 00:50:23,44.7749,-117.8344,28.11,81,100,6.91
475,Umm Lajj,SA,2022-01-27 00:50:23,25.0213,37.2685,64.18,54,19,19.44
476,Pinawa,CA,2022-01-27 00:50:24,50.1489,-95.8811,19.15,87,97,12.17
477,Cubuk,TR,2022-01-27 00:50:24,40.2386,33.0322,9.86,79,40,4.61
478,Soe,ID,2022-01-27 00:50:24,-9.8607,124.284,78.49,65,70,3.65
479,Nouakchott,MR,2022-01-27 00:50:25,18.0858,-15.9785,67.93,66,99,15.08
480,Boyuibe,BO,2022-01-27 00:50:25,-20.4167,-63.2833,83.53,45,63,8.66
481,Mount Gambier,AU,2022-01-27 00:50:03,-37.8333,140.7667,85.91,54,1,6.91
482,Shiraz,IR,2022-01-27 00:50:26,29.6036,52.5388,42.24,65,20,0.0
483,Okhotsk,RU,2022-01-27 00:48:33,59.3833,143.3,-5.69,77,100,17.69
484,Nabire,ID,2022-01-27 00:50:26,-3.3667,135.4833,80.01,73,100,0.49
485,Jardim,BR,2022-01-27 00:50:27,-21.4803,-56.1381,79.29,65,100,4.14
486,Tall Kayf,TR,2022-01-27 00:50:27,37.0833,41.0667,40.5,87,100,5.84
487,Terrace,CA,2022-01-27 00:45:30,54.5163,-128.6035,37.31,87,75,6.91
488,Lavrentiya,RU,2022-01-27 00:45:45,65.5833,-171.0,-18.18,88,27,5.01
489,Pozo Colorado,PY,2022-01-27 00:50:28,-23.4923,-58.7972,89.64,39,15,5.26
490,Niamey,NE,2022-01-27 00:50:28,13.5137,2.1098,71.89,12,28,8.05
491,Myitkyina,MM,2022-01-27 00:50:29,25.3833,97.4,56.16,95,73,1.07
492,Lomovka,RU,2022-01-27 00:50:29,53.9194,58.3672,2.32,96,98,5.99
493,Beloha,MG,2022-01-27 00:50:30,-25.1667,45.05,68.45,87,0,10.33
494,Rio Grande,BR,2022-01-27 00:50:30,-32.035,-52.0986,73.94,94,100,16.11
495,Zharkent,KZ,2022-01-27 00:50:30,44.1628,80.0,21.16,71,71,1.32
496,Lesozavodsk,RU,2022-01-27 00:50:31,45.4794,133.4244,6.3,92,100,2.64
497,Gidam,IN,2022-01-27 00:50:31,18.9833,81.4,52.14,63,0,3.67
498,Ponta Delgada,PT,2022-01-27 00:50:32,37.7333,-25.6667,59.72,63,75,11.5
499,Bonoua,CI,2022-01-27 00:50:32,5.2741,-3.595,78.42,88,0,3.11
500,Saint-Pierre,RE,2022-01-27 00:50:33,-21.3393,55.4781,71.28,64,33,10.36
501,Kanigoro,ID,2022-01-27 00:50:33,-8.13,112.219,80.01,80,95,1.72
502,San Ramon,US,2022-01-27 00:47:35,37.7799,-121.978,62.38,68,0,1.99
503,Kenai,US,2022-01-27 00:50:34,60.5544,-151.2583,24.15,81,100,8.05
504,Abha,SA,2022-01-27 00:50:34,18.2164,42.5053,53.42,94,0,11.5
505,Seydi,TM,2022-01-27 00:50:35,39.4816,62.9137,38.43,52,0,10.96
506,Sinnamary,GF,2022-01-27 00:47:20,5.3833,-52.95,75.58,87,22,7.81
507,Redmond,US,2022-01-27 00:50:35,47.674,-122.1215,42.46,88,12,1.01
508,Grafton,US,2022-01-27 00:49:35,42.207,-71.6856,18.63,44,0,5.75
509,Beringovskiy,RU,2022-01-27 00:50:36,63.05,179.3167,1.62,95,100,5.57
510,Almora,IN,2022-01-27 00:50:36,29.6167,79.6667,32.02,94,7,0.89
511,Ardakan,IR,2022-01-27 00:51:37,32.31,54.0175,52.18,38,0,5.77
512,Aktau,KZ,2022-01-27 00:51:37,43.65,51.2,28.98,68,96,12.01
513,Havelock,US,2022-01-27 00:51:38,34.8791,-76.9013,35.92,68,0,3.0
514,Ndele,CF,2022-01-27 00:51:38,8.4109,20.6473,71.22,24,100,5.39
515,Bronnoysund,NO,2022-01-27 00:51:38,65.4625,12.1997,37.4,93,100,10.36
516,Yar-Sale,RU,2022-01-27 00:51:39,66.8333,70.8333,6.42,94,100,9.55
517,Hirara,JP,2022-01-27 00:51:39,24.8,125.2833,73.26,73,40,10.36
518,Muyezerskiy,RU,2022-01-27 00:51:40,63.9333,31.65,22.53,93,100,9.89
519,Ambilobe,MG,2022-01-27 00:51:40,-13.2,49.05,72.1,95,87,2.82
520,Kamenka,RU,2022-01-27 00:51:41,51.3223,42.7678,-0.15,100,100,4.56
521,Pimentel,PE,2022-01-27 00:51:41,-6.8367,-79.9342,69.71,83,87,10.65
522,Korla,CN,2022-01-27 00:51:41,41.7597,86.1469,20.8,71,0,1.59
523,Newton Stewart,GB,2022-01-27 00:51:42,54.9578,-4.4832,49.95,89,100,16.71
524,Allanridge,ZA,2022-01-27 00:51:42,-27.7543,26.6438,62.6,91,100,5.19
525,Qaqortoq,GL,2022-01-27 00:51:42,60.7167,-46.0333,12.69,67,92,19.48
526,Port Macquarie,AU,2022-01-27 00:51:43,-31.4333,152.9167,77.9,56,54,7.83
527,Lexington,US,2022-01-27 00:47:33,37.9887,-84.4777,21.2,49,0,3.44
528,Bairiki,KI,2022-01-27 00:50:40,1.3292,172.9752,87.8,70,20,10.36
529,Tadine,NC,2022-01-27 00:51:44,-21.55,167.8833,81.9,76,100,5.84
530,Kaupanger,NO,2022-01-27 00:51:44,61.1845,7.2404,38.1,98,100,4.97
531,Aqtobe,KZ,2022-01-27 00:51:44,50.2797,57.2072,19.49,86,100,6.71
532,Yumaguzino,RU,2022-01-27 00:51:45,52.9041,56.3933,9.55,98,100,5.26
533,Yaring,TH,2022-01-27 00:51:45,6.8662,101.3689,81.28,82,93,9.86
534,Alyangula,AU,2022-01-27 00:47:04,-13.8483,136.4192,87.67,70,100,12.66
535,Vagur,FO,2022-01-27 00:51:45,61.4732,-6.8119,39.4,73,97,34.29
536,Pochutla,MX,2022-01-27 00:51:46,15.7432,-96.4661,79.83,73,7,4.21
537,Guadalupe Y Calvo,MX,2022-01-27 00:51:46,26.1,-106.9667,41.23,49,5,1.16
538,Talnakh,RU,2022-01-27 00:51:47,69.4865,88.3972,2.21,96,100,15.26
539,Iwanai,JP,2022-01-27 00:51:47,42.9744,140.5089,31.08,76,100,12.37
540,Chabahar,IR,2022-01-27 00:51:47,25.2919,60.643,67.08,45,0,2.01
541,Lata,PT,2022-01-27 00:51:48,40.1629,-8.3327,48.61,79,47,4.99
542,Acajutla,SV,2022-01-27 00:51:48,13.5928,-89.8275,77.81,76,57,5.39
543,Rocha,UY,2022-01-27 00:50:30,-34.4833,-54.3333,68.2,89,100,18.3
544,Shimoda,JP,2022-01-27 00:51:49,34.6667,138.95,52.16,74,100,3.42
545,Yulara,AU,2022-01-27 00:51:49,-25.2406,130.9889,87.64,45,68,6.91
546,Amlagora,IN,2022-01-27 00:51:49,22.8333,87.3333,58.08,68,9,8.01
547,Ban Nahin,LA,2022-01-27 00:51:50,18.2418,104.2122,72.1,67,6,2.66
548,Porto Novo,BJ,2022-01-27 00:51:50,6.4965,2.6036,76.82,83,0,2.26
549,Puri,IN,2022-01-27 00:49:56,19.8,85.85,64.92,58,0,12.53
550,Chimoio,MZ,2022-01-27 00:51:51,-19.1164,33.4833,69.66,100,75,2.68
551,Pathanamthitta,IN,2022-01-27 00:51:51,9.2667,76.7833,70.97,92,99,1.19
552,Oruro,BO,2022-01-27 00:47:11,-17.9833,-67.15,54.09,67,40,6.91
553,Werda,BW,2022-01-27 00:51:52,-25.2667,23.2833,73.92,56,19,7.07
554,Duxbury,US,2022-01-27 00:51:52,42.0418,-70.6723,22.17,51,0,1.01
555,Iralaya,HN,2022-01-27 00:51:52,15.0,-83.2333,78.89,75,33,6.87
556,Pulandian,CN,2022-01-27 00:51:53,39.3953,121.9669,24.93,40,34,11.45
557,Cartagena,CO,2022-01-27 00:50:05,10.3997,-75.5144,80.22,78,0,9.22
558,Shiyan,CN,2022-01-27 00:52:53,32.6475,110.7781,34.81,96,100,2.53
559,Derzhavinsk,KZ,2022-01-27 00:52:54,51.1,66.3167,1.06,95,96,6.31
560,Parrita,CR,2022-01-27 00:52:54,9.5201,-84.3225,83.97,79,100,1.1
561,Terney,RU,2022-01-27 00:52:54,45.0503,136.6092,15.84,62,6,11.77
562,Shubarshi,KZ,2022-01-27 00:52:55,48.5872,57.1869,19.81,94,100,6.44
563,Adjumani,UG,2022-01-27 00:52:55,3.3779,31.7909,73.81,31,62,2.46
564,Lingao,CN,2022-01-27 00:52:56,19.9103,109.6859,70.81,88,14,11.25
565,Zhuanghe,CN,2022-01-27 00:52:56,39.7008,122.9911,21.18,46,9,8.3
566,Falmouth,GB,2022-01-27 00:51:42,50.1544,-5.0711,45.79,83,100,12.86
567,Katherine,AU,2022-01-27 00:52:56,-14.4667,132.2667,84.52,74,75,12.66
568,Ler,SS,2022-01-27 00:52:57,8.3018,30.1418,78.01,20,29,10.71
569,Puerto Escondido,MX,2022-01-27 00:52:57,15.85,-97.0667,81.43,74,20,0.0
570,Barcelos,PT,2022-01-27 00:52:58,41.5388,-8.6151,49.84,70,5,5.66
571,Takahashi,JP,2022-01-27 00:52:58,34.7833,133.6167,44.85,76,100,3.04
572,Fleetwood,GB,2022-01-27 00:52:59,53.9253,-3.0109,50.34,93,100,29.21
